issue_id,text_id,text,code,label
1790543,7,Bugmon Analysis Verified bug as reproducible on mozilla-central 20220912214055-b66bbbcc4467. The bug appears to have been introduced in the following build range: Start: 747c206e4fd85e5ef30f5290872fde2204105c61 (20220912124208) End: 1e48e6bda87186e8bef21870b7039f4f4f915007 (20220912124713) Pushlog: https://hg.mozilla.org/integration/autoland/pushloghtml?fromchange=747c206e4fd85e5ef30f5290872fde2204105c61&tochange=1e48e6bda87186e8bef21870b7039f4f4f915007,SOLUTION_VERIFICATION,0
1769254,28,Attached file Bug 1769254 - Check for null texture host. r?aosmond — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1769254,33,Attached file Bug 1769254 - Add TextureHost type check for using update in AsyncImagePipelineManager::UpdateImageKeys() — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1769085,6,Attached file Bug 1769085 - Fix PBM tests to handle opening Spotlight — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1768744,3,Attached file Bug 1768744 - Add aria-current to active theme button. r=dao — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1764716,5,Attached file Detailed Crash Information — Details,AUTO_ATTACH_STACK_TRACE,0
1764716,6,Attached file Testcase — Details,AUTO_ATTACH_TEST_CASES,0
1764716,11,Bugmon Analysis Verified bug as reproducible on mozilla-central 20220414092955-6c55ba30c858. The bug appears to have been introduced in the following build range: Start: 85290d18c6eeab2c1b741e2c92d2b6eaa252a7d5 (20220412213655) End: 4f936f5e57c8e7c6b25d95e167a4480cbd61fc46 (20220413180638) Pushlog: https://hg.mozilla.org/mozilla-central/pushloghtml?fromchange=85290d18c6eeab2c1b741e2c92d2b6eaa252a7d5&tochange=4f936f5e57c8e7c6b25d95e167a4480cbd61fc46,SOLUTION_VERIFICATION,0
1762292,2,Attached image single zap example — Details,AUTO_ATTACH_SCREENSHOT,0
1762292,5,Attached file Bug 1762292 - Turn on Zap for hero text r=mviar — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1761826,2,Attached file Bug 1761826 - Enable disallowing relaxing referrer policies. r?#anti-tracking-reviewers — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1761435,2,Attached file Bug 1761435 [Wayland] Store only move-to-rect popup size r?emilio — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1751919,4,Attached file Bug 1751919 - Crash in [@ mozilla::dom::SessionHistoryEntry::ReplaceWith]. r?smaug! — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1748376,2,Attached file Bug 1748376 - Enable more wpt page-name tests with the proper pref. — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1742770,7,Attached file Detailed Crash Information — Details,AUTO_ATTACH_STACK_TRACE,0
1742770,8,Attached file Testcase — Details,AUTO_ATTACH_TEST_CASES,0
1742770,12,Attached file Bug 1742770 - Properly validate URI for null principals. r?nika — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1733898,3,Attached file Bug 1733898: Support pagination when downloading a test262 pull request. r=mgaudet! — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1728953,3,Attached file Bug 1728953 - Remove unused flag from nsXULPrototypeCache. r?kmag! — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1718748,2,Attached image Peek 2021-06-30 13-34.gif — Details,AUTO_ATTACH_SCREENSHOT,0
1718031,3,Attached file Bug 1718031 - Intermittent [tier2] TV toolkit/components/nimbus/test/browser/browser_remotesettingsexperimentloader_remote_defaults.js — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1717682,2,Attached file Bug 1717682 - Newtab Pocket layout for compact 4 card layout (obsolete) — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1716655,2,Attached file testcase.html — Details,AUTO_ATTACH_TEST_CASES,0
1715838,4,Attached file Bug 1715838 - Creates preference for new screenshot components. r?emalysz — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1706916,2,"Attached file Bug 1706916 - Land some in-tree docs for TRR r=#necko,nhnt11 — Details",AUTO_ATTACH_CODE_IMPLEMENTATION,0
1705327,2,UX recommends not showing this infobar notification unless there is a significant security reason to include it,PROBLEM_MOTIVATION,0
1689742,3,Attached file Bug 1689742 - Stop using XUL <deck> for #setDefaultPane. — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1683093,2,Attached file Bug 1683093 - Remove MCompare::determineCompareType. r?jandem — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1677183,4,Attached file Bug 1677183 - Implement WebGPU's Queue.copyExternalImageToTexture. r=jgilbert — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1677183,5,"Here's what I ended up thinking about CORS: Only DOM element objects have CORS. Both DOM element objects and non-DOM objects have ""origin-clean"" flags. In Gecko, we implement origin-clean via isWriteOnly, where origin-clean IFF !isWriteOnly. See https://html.spec.whatwg.org/multipage/canvas.html#the-image-argument-is-not-origin-clean for how CORS becomes origin-clean = false. See https://html.spec.whatwg.org/multipage/canvas.html#security-with-canvas-elements for how this propagates. In particular: All bitmaps start with their origin-clean set to true. The flag is set to false when cross-origin images are used. The value of the origin-clean flag is propagated from a source canvas element's bitmap to a new ImageBitmap object by createImageBitmap(). Conversely, a destination canvas element's bitmap will have its origin-clean flags set to false by drawImage if the source image is an ImageBitmap object whose bitmap has its origin-clean flag set to false. I think we might have some of our CORS checks wrong, but I want to think more about it. But this is unblocked and good to land.",CODE_REVIEW,0
1666607,6,Attached file testcase.html — Details,AUTO_ATTACH_TEST_CASES,0
1666607,7,Attached file prefs.js — Details,AUTO_ATTACH_TEST_CASES,0
1651593,5,Attached file Bug 1651593 - Check the return value of db::GetKnownBodyIds(); — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1647930,4,Attached file Bug 1647930 - Create urlbar.update2 prefs. r?adw — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1645527,3,"Attached file Bug 1645527 - P1 AssociateApplicationCache should be sent in PHttpChannel::OnStartRequest, r=mayhemer — Details",AUTO_ATTACH_CODE_IMPLEMENTATION,0
1644719,2,Attached file Bug 1644719 - Add a new API that tells us if SUMO is unreachable. r=prathiksha (obsolete) — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1644719,3,Attached file Bug 1644719 - Add a new API that tells us if SUMO is unreachable. r=prathiksha (obsolete) — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1640135,5,Summary: Consider use separate attribute to store first-party domain for dFPI → Consider using separate attribute to store first-party domain for dFPI,ISSUE_METADATA_CHANGE,0
1640135,6,Attached file Bug 1640135 - P1: add new attribute for dFPI; — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1634650,10,Attached file Bug 1634650 - Add whitelisting of domain suffixes for URIFixup. r=harry — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1630806,4,Attached file Bug 1630806 - Update pdf.js to version 2.5.95. r=bdahl — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1629902,3,Attached file Bug 1629902 - Use nsICookieManager.getCookiesSince() to get cookies in PurgeTrackerService.jsm. r?ewright! — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1626111,3,Attached file Bug 1626111 - Fix two variable names in Matrix4x4TypedFlagged::TransformAndClipBounds. r=bas — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1623400,2,Attached image bug.png — Details,AUTO_ATTACH_SCREENSHOT,0
1623400,38,"Ok, so doing a few experiments using a python web client: > pypy/bin/wsdump.py -vvv --headers=""Sec-Fetch-Dest: websocket,Sec-Fetch-Mode: websocket,Sec-Fetch-Site: cross-site,Sec-WebSocket-Extensions: permessage-deflate,Sec-WebSocket-Protocol: push-notification"" wss://push.services.mozilla.com --- request header --- GET / HTTP/1.1 Upgrade: websocket Connection: Upgrade Host: push.services.mozilla.com Origin: http://push.services.mozilla.com Sec-WebSocket-Key: EXTeF8flvgcy/dU5uWp0iQ== Sec-WebSocket-Version: 13 Sec-Fetch-Dest: websocket Sec-Fetch-Mode: websocket Sec-Fetch-Site: cross-site Sec-WebSocket-Extensions: permessage-deflate Sec-WebSocket-Protocol: push-notification ----------------------- --- response header --- HTTP/1.1 101 Switching Protocols Connection: Upgrade Upgrade: websocket Sec-WebSocket-Accept: fj9u9cHokh28aUGs4HJJj2PiHRM= ----------------------- Press Ctrl+C to quit > {""messageType"":""hello"",""use_webpush"":true} send: '\x81\xaam\xedTN\x16\xcf9+\x1e\x9e5)\x08\xb9->\x08\xcfnl\x05\x888""\x02\xcfxl\x18\x9e1\x11\x1a\x886>\x18\x9e<lW\x99&;\x08\x90' < text: {""messageType"":""hello"",""uaid"":""6db91383b70b49f8b06aec12b2e00bfb"",""status"":200,""use_webpush"":true,""broadcasts"":{}} > This is a successful connection to our push servers that uses the example headers provided in the above comment.",REPRODUCTION_ATTEMPT,0
1623400,45,Attached file Bug 1623400: Test SecFetch Headers and websockets. (obsolete) — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1623400,46,"I did a lot of testing trying to narrow down the problem, here is what I found out: a) I wrote a mochitest (see phabricator) which creates a websocket also attaching the three Sec-Fetch-Headers. The details about the websocket: URI: https://example.com/tests/dom/security/test/general/file_sec_fetch_websocket Sec-Fetch-Dest: websocket Sec-Fetch-Mode: websocket Sec-Fetch-Site: cross-site Running the mochitest -> works b) I tested https://gauntface.github.io/simple-push-demo/ using all kinds of settings: The details about the websocket: URI: https://push.services.mozilla.com/ Sec-Fetch-Dest: websocket Sec-Fetch-Mode: websocket Sec-Fetch-Site: cross-site I tested sending all three headers -> failure I tested sending only the first two headers -> works I tested sending only the third header -> works Is it possible that there are some server side size constraints on request headers? Given that I also wrote a mochitest which works correctly, I still think the problem must be somewhere on the server.",PROBLEM_REVIEW,0
1623400,49,"Using websocat from my windows platform: > .\websocat_win64.exe -vvv --header=""Sec-Fetch-Dest: websocket"" --header=""Sec-Fetch-Mode: websocket"" --header=""Sec-Fetch-Site: cross-site"" --header=""Sec-WebSocket-Extensions: permessage-deflate"" --header=""Sec-WebSocket-Protocol: push-notification"" wss://push.services.mozilla.com [INFO websocat::lints] Auto-inserting the line mode [DEBUG websocat] Done third phase of interpreting options. [DEBUG websocat] Done fourth phase of interpreting options. [DEBUG websocat] Preparation done. Now actually starting. [INFO websocat::sessionserve] Serving Line2Message(ThreadedStdio) to Message2Line(WsClient(""wss://push.services.mozilla.com/"")) with Options { websocket_text_mode: true, websocket_protocol: None, websocket_reply_protocol: None, udp_oneshot_mode: false, unidirectional: false, unidirectional_reverse: false, exit_on_eof: false, oneshot: false, unlink_unix_socket: false, exec_args: [], ws_c_uri: ""ws://0.0.0.0/"", linemode_strip_newlines: false, linemode_strict: false, origin: None, custom_headers: [(""Sec-Fetch-Dest"", [119, 101, 98, 115, 111, 99, 107, 101, 116]), (""Sec-Fetch-Mode"", [119, 101, 98, 115, 111, 99, 107, 101, 116]), (""Sec-Fetch-Site"", [99, 114, 111, 115, 115, 45, 115, 105, 116, 101]), (""Sec-WebSocket-Extensions"", [112, 101, 114, 109, 101, 115, 115, 97, 103, 101, 45, 100, 101, 102, 108, 97, 116, 101]), (""Sec-WebSocket-Protocol"", [112, 117, 115, 104, 45, 110, 111, 116, 105, 102, 105, 99, 97, 116, 105, 111, 110])], custom_reply_headers: [], websocket_version: None, websocket_dont_close: false, one_message: false, no_auto_linemode: false, buffer_size: 65536, broadcast_queue_len: 16, read_debt_handling: Warn, linemode_zero_terminated: false, restrict_uri: None, serve_static_files: [], exec_set_env: false, reuser_send_zero_msg_on_disconnect: false, process_zero_sighup: false, process_exit_sighup: false, socks_destination: None, auto_socks5: None, socks5_bind_script: None, tls_domain: None, tls_insecure: false, headers_to_env: [], max_parallel_conns: None, ws_ping_interval: None, ws_ping_timeout: None } [INFO websocat::stdio_threaded_peer] get_stdio_peer (threaded) [DEBUG websocat::sessionserve] Underlying connection established [INFO websocat::ws_client_peer] get_ws_client_peer [INFO websocat::ws_client_peer] Connected to ws {""messageType"":""hello"",""use_webpush"":true} [DEBUG websocat::ws_peer] incoming text {""messageType"":""hello"",""uaid"":""7c8e82bae21d4fc2bacce8ad63d7d9b4"",""status"":200,""use_webpush"":true,""broadcasts"":{}} ^D [DEBUG websocat::ws_peer] incoming close [DEBUG websocat::my_copy] BrokenPipe: read_done [DEBUG websocat::my_copy] done [INFO websocat::sessionserve] Reverse finished [INFO websocat::sessionserve] Reverse shutdown finished [DEBUG websocat::my_copy] zero len [DEBUG websocat::my_copy] read_done While it's a bit hard to read through that output with the verbosity set high, note that I entered {""messageType"":""hello"",""use_webpush"":true} (which is a proper WebPush ""hello"" message) and received back: {""messageType"":""hello"",""uaid"":""7c8e82bae21d4fc2bacce8ad63d7d9b4"",""status"":200,""use_webpush"":true,""broadcasts"":{}} which is the expected response. Note also that I used the following --header arguments and that they were relayed in the websocat::sessionserve body: Sec-Fetch-Dest: websocket Sec-Fetch-Mode: websocket Sec-Fetch-Site: cross-site Sec-WebSocket-Extensions: permessage-deflate Sec-WebSocket-Protocol: push-notification These include the headers you note. including Sec-Fetch-Dest: websocket which you report as not working. (The sessionserve message transcribes the values of these strings into byte arrays, so some use of an ascii chart may be required to verify.) What this means is that a simple client that specifies these headers and values is indeed able to send and receive data from the mozilla WebPush servers. Look, I don't want to be contrarian or sound overly negative here, but I feel like we're arguing that the road must be broken because your car won't start after you changed the oil. I understand that firefox is a highly complex virtual machine. Far more complex than the push server. That's why I'm trying to provide as much tooling as possible so that you can solve this problem. It may not be with the code responsible for writing these headers (again, highly complex virtual machine), but it could be surfacing because of some inter-relationship around how the browser should act regarding handling these headers. I don't know, either. In fact, if you like, you can run a fake Push Server locally, and alter dom.push.serverURL to point to it. (Websocket is an upgraded HTTP connection, so the server should listen on ports 80 for (ws://) or 443 (for wss://) just like a normal HTTP server.) The client should connect and send the ""hello"" message I've been using. (I'll remind that firefox tends to treat localhost specially, so it might be worth trying a different address as well.) I am not sure how I can possibly proceed on this further. I completely agree that firefox 76.0a1 (2020-03-18+) is unable to properly communicate to the server in order to initiate a push connection. This is not the case for older versions of firefox, or independent clients. I have neither the tools nor experience in order to work out why the internal websocket channels within firefox in order to further diagnose or resolve this issue, but continue to be happy to assist where I can. I will gleefully fix and frankly be in rapture if this does turn out to be a server side issue but I am unable to replicate it using anything other than firefox 76.0a1 (2020-03-18+) which, again, leads me to believe that the problem is not with the server.",PROBLEM_REVIEW,0
1618477,2,Attached video permission prompt issue.mp4 (obsolete) — Details,AUTO_ATTACH_SCREENSHOT,0
1618477,6,Attached video Permission prompt issue.mp4 — Details,AUTO_ATTACH_SCREENSHOT,0
1614706,6,Attached file Detailed Crash Information — Details,AUTO_ATTACH_STACK_TRACE,0
1600320,7,Attached file Detailed Crash Information — Details,AUTO_ATTACH_STACK_TRACE,0
1584273,3,Attached file Bug 1584273 - Disable the megabar animation when prefers-reduced-motion is true. r?dao — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1581315,5,Attached file Bug 1581315 part 3. Add MOZ_MUST_RETURN_FROM_CALLER_IF_THIS_IS_ARG to more ErrorResult methods. r=smaug — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1579004,4,Attached image bar-states.png — Details,AUTO_ATTACH_SCREENSHOT,0
1576778,5,Attached file Bug 1576778 - Missing comment changes and typo in SitePermissions.jsm r=pbz — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1576600,2,Attached image Peek 2019-08-26 14-28.gif — Details,AUTO_ATTACH_SCREENSHOT,0
1576600,9,Attached file Bug 1576600 - Ensure Learn More link is visible in dark mode. r=andreio — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1574259,5,Attached file Bug 1574259 - Improve resource management in ReauthenticateUserWindows r=keeler — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1571487,40,Attached file MDN: Browser compatibility table update — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1571124,4,Attached file Bug 1571124: Calculate the data size of a JSScript dynamically. — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1570673,5,Attached file Bug 1570673 - Add mochitest. r?bwc — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1569123,5,Attached file Bug 1569123 - Re-enable strict MIME type checking for Worker/SharedWorker everywhere. r?ckerschb — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1569123,17,Attached file Bug 1569123 - Re-enable strict MIME type checking for Worker/SharedWorker everywhere. r?ckerschb — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1569123,18,"I'm updating the MDN docs for this - release note here. The only thing I think might be incorrect in the docs is the note on Worker/SharedWorker: ""A NetworkError is raised if the MIME type of the worker script is incorrect. It should always be text/javascript.""",ADDITIONAL_CONSIDERATION,0
1560574,3,Attached file Bug 1560574 - use FormatPRExplodedTime to display GMT; — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1537936,3,Attached file Bug 1537936 part 1 - Remove miscellaneous uses of pn_op. — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1528712,2,"Attached file Bug 1528712 - Remove a couple trivial dependencies on nsPresContext. r=#style,jfkthame — Details",AUTO_ATTACH_CODE_IMPLEMENTATION,0
1526439,3,Attached file Bug 1526439 - Add an enteprise policy for extension updates. — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1521066,6,Attached file testcase — Details,AUTO_ATTACH_TEST_CASES,0
1519164,6,Attached file Bug 1519164 - Update content blocking UI tour url. r=nhnt11 — Details,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1324183,2,Attached patch part-1-remove-Windows-version-checks.patch — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1373154,14,"Well, this is weird. I did a bunch of try pushes and it clearly shows that part 1 is the culprit. Harmless looking part 1! Here's a run with just part 1 applied: https://treeherder.mozilla.org/#/jobs?repo=try&revision=a877377b61c2b0742e0e9fd6ae323f9ed824cc3e&selectedJob=107575159 (I also did a try run with no patches applied, just to be sure. It was all green.) The most relevant part of the crash info is this thread: > Thread 22 > 0 ntdll.dll!KiFastSystemCallRet + 0x0 > 1 ntdll.dll!ZwWaitForKeyedEvent + 0xc > 2 ntdll.dll!RtlpWaitCouldDeadlock + 0x35 > 3 mozglue.dll!mozilla::detail::MutexImpl::lock() [Mutex_windows.cpp:a877377b61c2 : 27 + 0x7] > 4 mozglue.dll!mozilla::detail::MutexImpl::lock() [Mutex_windows.cpp:a877377b61c2 : 27 + 0x7] > 5 xul.dll!profiler_suspend_and_sample_thread(int,std::function<void > const &,bool) [platform.cpp:a877377b61c2 : 3070 + 0x17] > 6 xul.dll!mozilla::ThreadStackHelper::GetStacksInternal(mozilla::Telemetry::HangStack *,std::vector<unsigned int,std::allocator<unsigned int> > *) [ThreadStackHelper.cpp:a877377b61c2 : 152 + 0x25] > 7 xul.dll!mozilla::BackgroundHangManager::RunMonitorThread() [BackgroundHangMonitor.cpp:a877377b61c2 : 345 + 0xb] > 8 xul.dll!mozilla::BackgroundHangManager::MonitorThread(void *) [BackgroundHangMonitor.cpp:a877377b61c2 : 67 + 0xb] > 9 nss3.dll!_PR_NativeRunThread [pruthr.c:a877377b61c2 : 397 + 0x6] > 10 nss3.dll!pr_root [w95thred.c:a877377b61c2 : 95 + 0xa] > 11 ucrtbase.dll!_o__CIpow + 0x4f > 12 kernel32.dll!BaseThreadInitThunk + 0x12 > 13 mozglue.dll!patched_BaseThreadInitThunk [WindowsDllBlocklist.cpp:a877377b61c2 : 849 + 0x15] > 14 ntdll.dll!__RtlUserThreadStart + 0x27 > 15 ntdll.dll!_RtlUserThreadStart + 0x1b It's crashing on the `PSAutoLock lock(gPSMutex)` line in profiler_suspend_and_sample_thread(). I can't tell from the treeherder log if this is really a crash or a hang. A couple of other threads are waiting to lock the mutex in TimeStamp_windows.cpp. I wonder if that's relevant, given that part 1 only changed some calls to TimeStamp::Now(). Even weirder, I did a try run yesterday with all three patches applied that was fine: https://treeherder.mozilla.org/#/jobs?repo=try&revision=6da4c3baa7971e936bf8e541c00468b4f883cf84&selectedJob=107272738",SOLUTION_VERIFICATION,0
698552,6,Attached patch Update configure.in to require at least NSS 3.13.2 for --use-system-nss — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1116867,2,Attached file assertion stack — Details,AUTO_ATTACH_STACK_TRACE,0
991812,4,Attached patch Patch for AtomicRefCounted — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
552359,22,Attached patch Patch for placeholder-7.html — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1003694,2,Attached file stack — Details,AUTO_ATTACH_STACK_TRACE,0
1003694,7,Attached patch Settle on first frame by skipping all allocations. — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1118597,5,Attached patch 1118597.patch (obsolete) — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1118597,6,Attached patch 1118597-enable-moofparser-eme.patch — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
983489,26,Attached patch 983489.patch (obsolete) — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
983489,40,Attached patch 983489.patch v3 (obsolete) — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1066726,43,"You can push it to Try like any other branch. Just don't expect sane results from test suites that normally don't run on it. As for what needs addressing: (In reply to Ryan VanderMeulen [:RyanVM UTC-4] from comment #37) > That said, https://treeherder.mozilla.org/ui/logviewer.html#?job_id=2961089&repo=try > looks real to me.",ANSWER_TO_QUESTION,0
1439571,12,Attached patch Remove fuzzy-if — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
779500,3,Attached patch option MOZ_B2G_FM (obsolete) — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
779500,4,"Attached patch DOMFmManager, FmAdaptor and FmAntenna (obsolete) — Details — Splinter Review",AUTO_ATTACH_CODE_IMPLEMENTATION,0
779500,5,Attached patch Fallback service (obsolete) — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
779500,6,Attached patch Add Permissions (obsolete) — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
779500,7,Attached patch ServiceStartup (obsolete) — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
779500,176,Attached patch nsIDOMFMRadio IDL — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
779500,202,"Attached patch all-in-one patch, v1 (obsolete) — Details — Splinter Review",AUTO_ATTACH_CODE_IMPLEMENTATION,0
779500,316,"Attached patch all-in-one patch, v4 (obsolete) — Details — Splinter Review",AUTO_ATTACH_CODE_IMPLEMENTATION,0
779500,317,"Attached patch all-in-one patch, v4 (obsolete) — Details — Splinter Review",AUTO_ATTACH_CODE_IMPLEMENTATION,0
985257,3,Attached patch Bug 985257 - add implementation for Path2D constructor that takes an SVG path string (obsolete) — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
985257,4,Attached patch Bug 985257 - add implementation for Path2D constructor that takes an SVG path string (obsolete) — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
985257,10,Attached patch Bug 985257 - add implementation + test for Path2D constructor that takes an SVG path string (obsolete) — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
985257,14,Attached patch add implementation + test for Path2D constructor that takes an SVG path string — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1298588,9,Attached patch part 1. Make StyleStructContext work with a const nsPresContext — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1298588,10,Attached patch part 2. Pass through an nsPresContext to the PerDocumentStyleData constructor — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1298588,11,Attached patch part 3. Add a default ComputedValues member to PerDocumentStyleData — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1298588,12,Attached patch part 4. Recreate the default computed values for a document as needed — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1298588,14,Attached patch part 6. Stop using initial_values when doing inheritance in Gecko glue code — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1298588,15,Attached patch part 7. Stop using initial_values in general in Gecko glue code — Details — Splinter Review,AUTO_ATTACH_CODE_IMPLEMENTATION,0
1298588,16,"Attached patch part 8. Pass a SharedStyleContext, not a Stylist, to Legalizer methods — Details — Splinter Review",AUTO_ATTACH_CODE_IMPLEMENTATION,0
